schedule,prompt_mode,fps,min_pixels,total_pixels,samples,complete,C-Acc,tIoU,CardinalityError,tP@0.3,tR@0.3,tF1@0.3,tP@0.5,tR@0.5,tF1@0.5,tP@0.7,tR@0.7,tF1@0.7,EtF1,requested_frames_estimate,model_calls,gpu_seconds,wall_seconds,peak_vram_bytes
paper-2fps-official,official,2.0,2048,8388608,320,True,0.3125,30.43730171519049,2.68125,69.375,26.454861111111107,37.25647095959596,49.84375,19.099950396825395,26.86361381673882,34.6875,13.125992063492061,18.50448683261183,0.15625,141826.0,320.0,2223.473687,2223.473687,11740043776.0
paper-2fps-controlled,controlled,2.0,2048,8388608,320,True,2.8125,30.085848924288943,3.20625,52.03146326712502,27.496615363802864,32.81231516946839,43.07603777962233,22.839020354645356,27.50300008641865,32.38466205975397,16.1634519993895,20.21161625676014,2.170405982905983,141826.0,320.0,2602.412742,2602.412742,11751083520.0
