benchmark,model,method,seed,subset,requested,successful,failed,metrics,run
omtg,timelens2-4b,sgde-64,42,100,320,320,0,"{""C-Acc"": 22.8125, ""CardinalityError"": 1.909375, ""EtF1"": 14.98263888888889, ""count"": 320, ""tF1@0.3"": 52.34109055950088, ""tF1@0.5"": 41.57373468922382, ""tF1@0.7"": 25.946695665445663, ""tIoU"": 44.05912100013992, ""tP@0.3"": 73.13678075396825, ""tP@0.5"": 56.641245039682545, ""tP@0.7"": 35.98809523809524, ""tR@0.3"": 44.69742063492063, ""tR@0.5"": 35.81299603174603, ""tR@0.7"": 22.198164682539684}",runs/omtg--timelens2-4b--sgde-64--seed-42--2239fc78e8
